triple_index,kind,subject,relation,object,evidence,verdict,revise_subtype,suggested_subject,suggested_relation,suggested_object,justification,confidence,stage_b_justification,stage_b_confidence,flags
378,hierarchy,Physiotherapy,subClassOf,Nursing Intervention,[inferred] Physiotherapy is a subclass of Nursing Intervention.,revise,4.9,Physiotherapy,subClassOf,Nursing Intervention,Physiotherapy should be a subclass of Nursing Intervention as per the preamble; the relation should be subClassOf.,0.9,"Physiotherapy is a subclass of Nursing Intervention as per the preamble, so the relation should be subClassOf.",1.0,
379,hierarchy,ICP Sensor Placement,subClassOf,Surgical Procedure,placement of ICP monitoring sensor,revise,4.7,ICP Sensor Placement,isAssociatedWith,Surgical Procedure,"The relation 'subClassOf' is incorrect; 'ICP Sensor Placement' should be classified as a specific type of 'Surgical Procedure', not a subclass of it.",0.9,The relation 'subClassOf' is incorrect; 'ICP Sensor Placement' should be directly associated with 'Surgical Procedure' instead of being a subclass.,0.9,
380,hierarchy,White Blood Cell Count,subClassOf,Haematology,[inferred] White Blood Cell Count is a subclass of Haematology.,revise,4.9,White Blood Cell Count,subClassOf,Laboratory Values,"White Blood Cell Count is a valid subclass of Laboratory Values, not Haematology; the relation should be subClassOf instead of subClassOf.",0.7,"White Blood Cell Count is a valid subclass of Laboratory Values, so the relation should be subClassOf instead of subClassOf.",1.0,low_evidence
381,hierarchy,Analgesia,subClassOf,Baseline Therapy,[inferred] Analgesia is a subclass of Baseline Therapy.,accept_direct,,,,,"Analgesia is a subclass of Baseline Therapy, which is directly supported by the domain context and evidence provided.",0.95,,,
382,hierarchy,Noradrenaline,subClassOf,Vasopressors,[inferred] Noradrenaline is a subclass of Vasopressors.,accept_direct,,,,,"Noradrenaline is a subclass of Vasopressors, which is a valid direct hierarchy relationship in the neurointensive care domain.",0.95,,,
383,hierarchy,Anti-pyretics,subClassOf,Baseline Therapy,[inferred] Anti-pyretics is a subclass of Baseline Therapy.,accept_direct,,,,,"Anti-pyretics is a subclass of Baseline Therapy, which is consistent with the hierarchy in the BrainIT ontology.",1.0,,,
384,hierarchy,Paralysis,subClassOf,Baseline Therapy,[inferred] Paralysis is a subclass of Baseline Therapy.,reject,,,,,"Paralysis is not a subclass of Baseline Therapy; it is a type of intervention, not a standard ICU therapy.",0.9,,,
385,hierarchy,Anti-hypertensives,subClassOf,Baseline Therapy,[inferred] Anti-hypertensives is a subclass of Baseline Therapy.,accept_direct,,,,,Anti-hypertensives is a subclass of Baseline Therapy as stated in the domain context.,1.0,,,
386,hierarchy,Osmotics,subClassOf,Secondary Insult Therapy,[inferred] Osmotics is a subclass of Secondary Insult Therapy.,accept_direct,,,,,"Osmotics is a subclass of Secondary Insult Therapy, which is directly supported by the domain context.",1.0,,,
387,hierarchy,Skull Fracture Elevation,subClassOf,Surgical Procedure,[inferred] Skull Fracture Elevation is a subclass of Surgical Procedure.,accept_direct,,,,,"Skull Fracture Elevation is a subclass of Surgical Procedure, which is consistent with the domain definitions provided.",0.95,,,
388,hierarchy,CPP,subClassOf,Derived Parameter,Cerebral Perfusion Pressure (CPP) management,accept_direct,,,,,CPP is a subclass of Derived Parameter as it is a monitoring parameter computed from other measured parameters.,0.9,,,
389,hierarchy,Patient Transport,subClassOf,Nursing Intervention,[inferred] Patient Transport is a subclass of Nursing Intervention.,revise,4.9,Patient Transport,subClassOf,Nursing Intervention,"Patient Transport should be a subclass of Nursing Intervention as it fits the category of routine nursing care, but the relation 'subClassOf' needs to be explicitly stated.",0.9,The relation 'subClassOf' is appropriate as Patient Transport fits the category of Nursing Intervention per the domain context.,1.0,
390,hierarchy,Systemic Hypotension,subClassOf,Secondary Insult,[inferred] Systemic Hypotension is a subclass of Secondary Insult.,accept_direct,,,,,"Systemic Hypotension is a subclass of Secondary Insult, which is clinically valid in neurointensive care contexts.",0.95,,,
391,hierarchy,Ventilation,subClassOf,Baseline Therapy,[inferred] Ventilation is a subclass of Baseline Therapy.,revise,4.9,Ventilation,subClassOf,Baseline Therapy,"Ventilation should be classified as a subclass of Baseline Therapy, aligning with the hierarchy of therapy types in the preamble.",0.9,Ventilation is a subclass of Baseline Therapy according to the hierarchy of therapy types in the preamble.,1.0,
392,hierarchy,Routine Nursing Care,subClassOf,Nursing Intervention,routine nursing care,revise,4.9,Routine Nursing Care,subClassOf,Nursing Intervention,Routine Nursing Care is a subclass of Nursing Intervention; the relation should be subClassOf instead of subClassOf.,0.9,"Routine Nursing Care is a subclass of Nursing Intervention according to the domain context, so the relation should be subClassOf.",1.0,
393,hierarchy,Antibiotics,subClassOf,Baseline Therapy,[inferred] Antibiotics is a subclass of Baseline Therapy.,revise,4.1,Antibiotics,subClassOf,Therapy,"The relation 'subClassOf' is correct, but 'Antibiotics' should be a subclass of 'Therapy' instead of 'Baseline Therapy' as per the hierarchy rules.",0.9,"Antibiotics should be a subclass of Therapy, as per the hierarchy rules in the domain context.",1.0,
394,hierarchy,Hypotension,subClassOf,Secondary Insult,Hypotension is a recognized secondary insult after traumatic brain injury (TBI).,accept_direct,,,,,"Hypotension is a recognized secondary insult after traumatic brain injury (TBI), making the subclass relationship valid.",0.95,,,
395,hierarchy,Steroids,subClassOf,Secondary Insult Therapy,Domain-scope scaffolding: Steroids is a known subclass of Secondary Insult Therapy in the BrainIT domain.,accept_direct,,,,,"Steroids is a known subclass of Secondary Insult Therapy in the BrainIT domain, confirming the hierarchy relationship directly.",1.0,,,
396,hierarchy,Arterial Hypotension,subClassOf,Systemic Hypotension,Schema-inferred: Arterial Hypotension is a subclass of Systemic Hypotension.,revise,4.9,Arterial Hypotension,subClassOf,Secondary Insult,"Arterial Hypotension is a subclass of Secondary Insult, not Systemic Hypotension; the relation should be subClassOf instead of subClassOf Systemic Hypotension.",0.9,"Arterial Hypotension is a subclass of Secondary Insult as per the domain context, so the relation should be subClassOf.",1.0,
397,hierarchy,Pbro2,subClassOf,Optional Monitoring Parameter,Schema-inferred: Brain Tissue Oxygen is a subclass of Optional Monitoring Parameter.,accept_direct,,,,,Pbro2 is a subclass of Optional Monitoring Parameter as per the schema-inferred classification in the domain context.,0.9,,,
398,hierarchy,Electrocardiogram (ECG),subClassOf,Monitoring Data,"Minute by minute monitoring data This is the minimum minute by minute monitoring data required for inclusion in the Brain Monitoring with Information Technology (BrainIT) Database and include: Heart Rate (specifying source: Electrocardiogram (ECG) or Pulse Oximetry), Respiration Rate (sources: impedance plethmography or ventilator), Mean Arterial Pressure, mean Intracranial Pressure (ICP), Pulse Oximetry (SaO2) and Temperature (sources: rectal=oesophageal= bladder=skin.) I.",accept_direct,,,,,"Electrocardiogram (ECG) is a subclass of Monitoring Data, as ECG is a method of monitoring physiological parameters.",0.95,,,
399,hierarchy,Respiration Rate,subClassOf,Core Monitoring Parameter,"Minute by minute monitoring data This is the minimum minute by minute monitoring data required for inclusion in the Brain Monitoring with Information Technology (BrainIT) Database and include: Heart Rate (specifying source: Electrocardiogram (ECG) or Pulse Oximetry), Respiration Rate (sources: impedance plethmography or ventilator), Mean Arterial Pressure, mean Intracranial Pressure (ICP), Pulse Oximetry (SaO2) and Temperature (sources: rectal=oesophageal= bladder=skin.) I.",accept_direct,,,,,Respiration Rate is a subclass of Core Monitoring Parameter as it is a physiological parameter used for monitoring respiratory function.,0.95,,,
400,hierarchy,Mean Arterial Pressure (MAP),subClassOf,Monitoring Data,"Minute by minute monitoring data This is the minimum minute by minute monitoring data required for inclusion in the Brain Monitoring with Information Technology (BrainIT) Database and include: Heart Rate (specifying source: Electrocardiogram (ECG) or Pulse Oximetry), Respiration Rate (sources: impedance plethmography or ventilator), Mean Arterial Pressure, mean Intracranial Pressure (ICP), Pulse Oximetry (SaO2) and Temperature (sources: rectal=oesophageal= bladder=skin.) I.",accept_direct,,,,,Mean Arterial Pressure (MAP) is a subclass of Monitoring Data as it represents a specific monitored physiological parameter.,0.95,,,
401,hierarchy,Sao2,subClassOf,Monitoring Data,"Minute by minute monitoring data This is the minimum minute by minute monitoring data required for inclusion in the Brain Monitoring with Information Technology (BrainIT) Database and include: Heart Rate (specifying source: Electrocardiogram (ECG) or Pulse Oximetry), Respiration Rate (sources: impedance plethmography or ventilator), Mean Arterial Pressure, mean Intracranial Pressure (ICP), Pulse Oximetry (SaO2) and Temperature (sources: rectal=oesophageal= bladder=skin.) I.",revise,4.9,SaO2,subClassOf,Monitoring Data,"SaO2 should be subClassOf Monitoring Data as it is a specific type of monitoring parameter, aligning with the analyte→panel subclass pattern in the preamble.",0.9,"SaO2 should be subClassOf Monitoring Data as it is a specific type of monitoring parameter, aligning with the analyte→panel subclass pattern.",1.0,
402,hierarchy,Temperature,subClassOf,Core Monitoring Parameter,"Minute by minute monitoring data This is the minimum minute by minute monitoring data required for inclusion in the Brain Monitoring with Information Technology (BrainIT) Database and include: Heart Rate (specifying source: Electrocardiogram (ECG) or Pulse Oximetry), Respiration Rate (sources: impedance plethmography or ventilator), Mean Arterial Pressure, mean Intracranial Pressure (ICP), Pulse Oximetry (SaO2) and Temperature (sources: rectal=oesophageal= bladder=skin.) I.",accept_direct,,,,,Temperature is a subclass of Core Monitoring Parameter as it is explicitly listed in the monitoring data requirements for the BrainIT database.,0.95,,,
403,hierarchy,Reading,subClassOf,Observation,define pd:Reading as a subclass of ssn:ObservationValue,accept_direct,,,,,Reading is a subclass of Observation as defined in the ontology; the relationship holds directly.,1.0,,,
404,hierarchy,Parameter,subClassOf,Observation,pd:Parameter (representing things that were recorded) as a subclass of ssn:Property,revise,4.9,Observation,subClassOf,Parameter,"The triple should be 'Observation subClassOf Parameter' as the preamble indicates that Parameter is a subclass of Observation; thus, the relation should be subClassOf.",0.9,"The preamble indicates that Parameter is a subclass of Observation, so the relation should be subClassOf.",1.0,
405,hierarchy,Machine,subClassOf,Sensor,defined mms:Machine as a subclass of ssn:Platform,accept_direct,,,,,Machine subClassOf Sensor is a valid subclass relationship as per the domain context.,0.95,,,
406,hierarchy,Sao2,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Sao2 is organized under Core Monitoring Parameter,accept_direct,,,,,"Sao2 is a valid subclass of Core Monitoring Parameter as it measures oxygen saturation, fitting the definition of monitoring parameters.",0.95,,,
407,hierarchy,CPP,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Cerebral Perfusion Pressure (CPP) is organized under Core Monitoring Parameter,accept_direct,,,,,CPP is a subclass of Core Monitoring Parameter as per the established hierarchy in the BrainIT ontology.,1.0,,,
408,hierarchy,CVP,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: CVP is organized under Core Monitoring Parameter,accept_direct,,,,,CVP is a subclass of Core Monitoring Parameter as per the defined hierarchy in the BrainIT ontology.,0.95,,,
409,hierarchy,Head Injury,subClassOf,Brain Injury,[inferred] Chain-of-Layer: Head Injury is organized under Brain Injury,accept_direct,,,,,"Head Injury is a subclass of Brain Injury, which is consistent with the definitions provided in the domain context.",1.0,,,
410,hierarchy,Neurological Injury,subClassOf,Brain Injury,[inferred] Chain-of-Layer: Neurological Injury is organized under Brain Injury,accept_direct,,,,,"Neurological Injury is a subclass of Brain Injury, as both classes are defined in the context of injuries affecting the nervous system and brain.",1.0,,,
411,hierarchy,Coma,subClassOf,Brain Injury,[inferred] Chain-of-Layer: Coma is organized under Brain Injury,accept_direct,,,,,"Coma is a subclass of Brain Injury, directly aligning with the hierarchy defined in the BrainIT ontology.",1.0,,,
412,hierarchy,Hypertension,subClassOf,Secondary Insult,[inferred] Chain-of-Layer: Hypertension is organized under Secondary Insult,revise,4.9,Hypertension,subClassOf,Condition,"Hypertension is a valid subclass of Condition, while Secondary Insult is a subclass of Insult; the relation should be subClassOf instead of subClassOf.",0.85,"Hypertension is a subclass of Condition, so the relation should be subClassOf instead of subClassOf.",1.0,
413,hierarchy,Respiratory Distress Syndrome,subClassOf,Secondary Insult,[inferred] Chain-of-Layer: Respiratory Distress Syndrome is organized under Secondary Insult,reject,,,,,Respiratory Distress Syndrome is not a subclass of Secondary Insult; it is a separate condition and does not fit the subclass relationship.,0.9,,,
414,hierarchy,Sepsis,subClassOf,Secondary Insult,[inferred] Chain-of-Layer: Sepsis is organized under Secondary Insult,revise,4.1,Sepsis,subClassOf,Condition,"Sepsis should be a subclass of Condition, not Secondary Insult; the relation should be subClassOf instead of subClassOf.",0.9,"Sepsis should be a subclass of Condition as per the domain context, which classifies it correctly in the hierarchy.",1.0,
415,hierarchy,Adrenaline,subClassOf,Therapy,[inferred] Chain-of-Layer: Adrenaline is organized under Therapy,accept_direct,,,,,"Adrenaline is a valid subclass of Therapy as it is used in medical treatments, aligning with the definition of Therapy in the BrainIT Ontology.",0.95,,,
416,hierarchy,Noradrenaline,subClassOf,Therapy,[inferred] Chain-of-Layer: Noradrenaline is organized under Therapy,accept_direct,,,,,"Noradrenaline is a hormone used in medical treatments, making it a valid subclass of Therapy.",0.9,,,
417,hierarchy,Derived Parameter,subClassOf,Monitoring Data,[inferred] Derived Parameter is a subclass of Monitoring Data.,accept_direct,,,,,"Derived Parameter is a subclass of Monitoring Data, which aligns with the defined hierarchy in the BrainIT ontology.",1.0,,,
418,hierarchy,Probable Error,subClassOf,Data Quality Assessment,a reading outside its acceptable range with no contextual clinical explanation,revise,4.9,Data Quality Assessment,subClassOf,Probable Error,"Probable Error should be a subclass of Data Quality Assessment, not the other way around; the relationship should be subClassOf.",0.9,"Probable Error should be a subclass of Data Quality Assessment, not the other way around; the relationship should be subClassOf.",1.0,
419,hierarchy,Bedside Intervention,subClassOf,Nursing Intervention,"Line insertion/renewal, transducer calibration, x-ray",revise,4.9,Bedside Intervention,subClassOf,Nursing Intervention,Bedside Intervention is a subclass of Nursing Intervention; the relation should be subClassOf instead of the current hierarchy relationship.,0.9,The relation should be subClassOf as Bedside Intervention is a subclass of Nursing Intervention according to the domain context.,1.0,
420,hierarchy,CPP,subClassOf,Parameter,Cerebral perfusion pressure (CPP 1/4 Blood Pressure (BP)-ICP) monitoring is a good example.,accept_direct,,,,,CPP is a subclass of Parameter as it represents a physiological variable measured in neurointensive care.,0.95,,,
421,hierarchy,Brain Temperature,subClassOf,Optional Monitoring Parameter,Domain-scope scaffolding: Brain Temperature is a known subclass of Optional Monitoring Parameter in the BrainIT domain.,accept_direct,,,,,"Brain Temperature is a known subclass of Optional Monitoring Parameter in the BrainIT domain, confirming the hierarchy relationship directly.",1.0,,,
422,hierarchy,Microdialysis,subClassOf,Optional Monitoring Parameter,Domain-scope scaffolding: Microdialysis is a known subclass of Optional Monitoring Parameter in the BrainIT domain.,accept_direct,,,,,"Microdialysis is a known subclass of Optional Monitoring Parameter, confirming the direct subclass relationship.",0.95,,,
423,hierarchy,Evacuation of Mass Lesion,subClassOf,Surgical Procedure,Domain-scope scaffolding: Evacuation of Mass Lesion is a known subclass of Surgical Procedure in the BrainIT domain.,accept_direct,,,,,"Evacuation of Mass Lesion is a known subclass of Surgical Procedure in the BrainIT domain, confirming the hierarchy relationship directly.",1.0,,,
424,hierarchy,Adrenaline,subClassOf,Vasopressors,Schema-inferred: Adrenaline is a subclass of Vasopressors.,accept_direct,,,,,"Adrenaline is a subclass of Vasopressors, which is a valid hierarchy relationship in the neurointensive care domain.",0.95,,,
